Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-06,15.988,16.051,15.728,15.746,8115600,0.0,0.0
2023-12-07,15.773,15.952,15.71,15.925,4596600,0.0,0.0
2023-12-08,15.943,16.131,15.836,16.113,4917600,0.0,0.0
2023-12-11,16.158,16.463,16.122,16.445,6202200,0.0,0.0
2023-12-12,16.48,16.803,16.445,16.669,11951300,0.0,0.0
2023-12-13,16.633,16.955,16.436,16.821,6779500,0.0,0.0
2023-12-14,17.197,17.949,17.143,17.43,16630800,0.0,0.0
2023-12-15,17.287,17.403,17.018,17.152,19755200,0.0,0.0
2023-12-18,17.251,17.358,17.045,17.242,9333100,0.0,0.0
2023-12-19,17.331,17.448,17.224,17.224,6074300,0.0,0.0
2023-12-20,17.152,17.367,17.027,17.116,5543400,0.0,0.0
2023-12-21,17.287,17.573,17.251,17.528,5940300,0.0,0.0
2023-12-22,17.636,17.815,17.528,17.708,5616200,0.0,0.0
2023-12-26,17.654,18.048,17.654,18.012,7789900,0.0,0.0
2023-12-27,17.994,18.111,17.896,18.066,6179000,0.0,0.0
2023-12-28,18.011,18.148,17.919,18.02,2977500,0.45,0.0
2023-12-29,17.919,18.029,17.818,17.837,6219200,0.0,0.0
2024-01-02,17.837,18.084,17.718,18.047,4762700,0.0,0.0
2024-01-03,17.864,18.047,17.745,17.919,7151200,0.0,0.0
2024-01-04,17.837,18.102,17.763,18.047,6543900,0.0,0.0
2024-01-05,17.965,18.359,17.938,18.167,6067500,0.0,0.0
2024-01-08,18.304,18.68,18.276,18.68,7570800,0.0,0.0
2024-01-09,18.478,18.524,18.112,18.176,6949700,0.0,0.0
2024-01-10,18.286,18.286,17.983,18.084,4922700,0.0,0.0
2024-01-11,17.956,18.212,17.883,18.185,5271800,0.0,0.0
2024-01-12,18.231,18.377,17.928,18.093,7340100,0.0,0.0
2024-01-16,18.011,18.313,17.892,18.139,8817400,0.0,0.0
2024-01-17,17.938,18.258,17.8,18.047,8447300,0.0,0.0
2024-01-18,18.139,18.267,17.901,17.974,12463400,0.0,0.0
2024-01-19,18.047,18.286,17.864,18.286,5435100,0.0,0.0
2024-01-22,18.35,18.515,18.212,18.249,4977500,0.0,0.0
2024-01-23,18.331,18.386,17.928,17.947,5651400,0.0,0.0
2024-01-24,18.212,18.212,17.782,17.828,4965000,0.0,0.0
2024-01-25,18.02,18.176,17.754,17.928,6115300,0.0,0.0
2024-01-26,17.947,18.185,17.928,18.047,4875200,0.0,0.0
2024-01-29,17.938,18.185,17.864,18.157,4218400,0.0,0.0
2024-01-30,18.148,18.185,18.02,18.029,4776700,0.0,0.0
2024-01-31,18.038,18.102,17.534,17.608,11930700,0.0,0.0
2024-02-01,17.644,17.791,17.525,17.791,5535500,0.0,0.0
2024-02-02,17.626,17.818,17.443,17.782,4375100,0.0,0.0
2024-02-05,17.516,17.69,17.36,17.599,6507000,0.0,0.0
2024-02-06,17.608,17.938,17.525,17.837,4029900,0.0,0.0
2024-02-07,17.91,17.947,17.608,17.617,4682300,0.0,0.0
2024-02-08,17.617,17.91,17.507,17.91,4204600,0.0,0.0
2024-02-09,17.956,17.974,17.699,17.938,4304300,0.0,0.0
2024-02-12,17.965,18.157,17.965,18.057,4513200,0.0,0.0
2024-02-13,17.617,17.663,17.296,17.562,9547100,0.0,0.0
2024-02-14,17.635,17.873,17.507,17.791,5698300,0.0,0.0
2024-02-15,17.91,18.24,17.91,18.231,5666800,0.0,0.0
2024-02-16,18.075,18.148,17.901,18.066,5119100,0.0,0.0
2024-02-20,17.864,18.075,17.745,18.011,6141200,0.0,0.0
2024-02-21,18.047,18.606,18.02,18.515,13088200,0.0,0.0
2024-02-22,18.615,18.954,17.855,18.927,13113000,0.0,0.0
2024-02-23,18.991,19.165,18.533,18.57,13202100,0.0,0.0
2024-02-26,18.506,18.652,18.341,18.368,6208800,0.0,0.0
2024-02-27,18.478,18.753,18.46,18.533,6067100,0.0,0.0
2024-02-28,18.469,18.991,18.405,18.899,5051400,0.0,0.0
2024-02-29,19.0,19.119,18.79,19.0,7978200,0.0,0.0
2024-03-01,18.954,19.202,18.854,19.193,3931200,0.0,0.0
2024-03-04,19.229,19.367,19.119,19.303,6429300,0.0,0.0
2024-03-05,19.257,19.522,19.009,19.046,7731900,0.0,0.0
2024-03-06,19.303,19.486,19.128,19.165,4868100,0.0,0.0
2024-03-07,19.229,19.312,19.028,19.064,5077600,0.0,0.0
2024-03-08,19.202,19.275,18.854,19.128,5233700,0.0,0.0
2024-03-11,19.119,19.183,18.872,19.128,3174800,0.0,0.0
2024-03-12,19.174,19.376,19.101,19.193,3538400,0.0,0.0
2024-03-13,19.202,19.367,18.991,19.064,4633700,0.0,0.0
2024-03-14,19.101,19.138,18.872,18.936,5193600,0.0,0.0
2024-03-15,18.872,19.092,18.56,18.79,12139600,0.0,0.0
2024-03-18,18.844,19.101,18.817,18.918,8575700,0.0,0.0
2024-03-19,18.945,19.074,18.899,18.973,3627300,0.0,0.0
